TeamID,MatchFk,B1Champ,B2Champ,B3Champ,B4Champ,B5Champ,R1Champ,R2Champ,R3Champ,R4Champ,R5Champ,BlueBaronKills,BlueRiftHeraldKills,BlueDragonKills,BlueTowerKills,BlueKills,RedBaronKills,RedRiftHeraldKills,RedDragonKills,RedTowerKills,RedKills,RedWin,BlueWin
3801,EUW1_7564247680,41,5,142,119,201,114,28,51,50,235,1,0,4,7,33,0,1,0,5,34,0,1
3802,EUW1_7563700811,53,555,161,15,113,51,45,112,166,115,0,0,0,4,61,0,0,0,1,65,0,1
3803,EUW1_7563670235,799,57,99,236,16,17,246,3,110,117,0,1,1,7,22,0,0,1,1,4,0,1
3804,EUW1_7563605399,233,516,157,804,518,875,24,84,145,14,0,0,1,4,31,1,1,2,11,33,1,0
3805,EUW1_7563019830,233,98,41,111,5,32,45,136,51,9,0,0,0,0,70,0,0,0,2,71,1,0
3806,EUW1_7562983673,14,517,910,21,60,24,56,7,202,26,0,0,2,10,45,2,0,3,14,41,1,0
3807,EUW1_7562528886,58,113,63,800,497,92,11,101,50,1,2,0,3,16,55,0,0,2,16,39,0,1
3808,EUW1_7562501308,82,23,157,145,902,164,5,115,103,516,0,0,1,2,14,0,0,1,0,2,0,1
3809,EUW1_7568300221,86,56,61,51,43,23,203,517,15,101,1,0,5,9,52,0,1,0,3,30,0,1
3810,EUW1_7567377164,86,245,950,18,161,420,24,131,21,350,0,0,2,9,34,0,1,2,3,18,0,1
3811,EUW1_7566122915,36,120,245,895,267,86,76,163,523,117,1,1,2,9,40,0,0,3,6,35,0,1
3812,EUW1_7566063225,86,64,910,22,43,36,876,517,81,432,0,0,2,3,25,0,0,0,0,2,0,1
3813,EUW1_7565999768,875,77,105,901,147,86,24,166,145,143,0,1,3,10,30,0,0,1,5,34,0,1
3814,EUW1_7565426172,82,91,39,498,99,2,254,84,901,497,1,1,3,10,32,0,0,2,3,21,0,1
3815,EUW1_7565378950,86,131,157,22,89,133,24,34,18,25,0,0,2,3,34,1,1,3,10,56,1,0
3816,EUW1_7565339508,86,154,7,67,902,58,131,136,22,37,0,0,1,4,30,1,1,3,10,34,1,0
3817,EUW1_7564845544,799,154,112,222,161,86,91,38,901,43,0,0,1,3,18,0,1,2,11,39,1,0
3818,EUW1_7562124959,85,121,58,145,29,86,238,157,115,201,3,1,4,11,55,0,0,3,7,47,0,1
3819,EUW1_7560737960,86,104,711,136,555,266,246,134,67,412,0,1,2,10,35,0,0,1,1,20,0,1
3820,EUW1_7552672362,14,59,897,22,147,17,64,157,901,99,0,1,3,6,38,0,0,2,7,35,1,0
3821,EUW1_7552607372,23,59,103,22,902,897,131,875,21,432,0,0,2,3,24,1,1,2,9,36,1,0
3822,EUW1_7552524380,133,60,103,81,16,86,36,84,221,902,0,1,0,0,9,1,0,4,10,24,1,0
3823,EUW1_7552476869,85,19,517,51,99,86,254,105,18,89,0,1,1,1,25,0,0,3,8,42,1,0
3824,EUW1_7552399903,86,141,90,15,53,875,203,10,235,412,0,0,1,4,18,0,0,0,0,4,0,1
3825,EUW1_7552342051,82,62,25,21,902,86,32,18,81,101,0,1,3,2,40,0,0,3,9,39,1,0
3826,EUW1_7552299209,875,203,134,15,267,86,517,38,22,555,0,1,0,2,28,1,0,4,11,48,1,0
3827,EUW1_7551692222,10,78,157,804,16,86,19,134,29,267,0,1,4,5,36,2,0,2,8,41,1,0
3828,EUW1_7551621320,86,121,7,81,50,85,62,3,51,517,0,0,1,7,33,0,1,1,1,21,0,1
3829,EUW1_7022022395,136,106,114,43,81,21,56,99,75,134,0,0,2,5,15,0,1,1,1,9,0,1
3830,EUW1_7021890070,222,412,101,36,875,42,51,234,82,99,0,0,1,4,23,0,1,2,2,6,0,1
3831,EUW1_7021713311,901,875,80,77,57,24,54,106,235,99,1,0,3,4,39,0,1,2,10,38,1,0
3832,EUW1_7021552966,895,111,105,48,122,36,99,523,78,893,0,1,3,11,43,0,0,0,2,28,0,1
3833,EUW1_7001409855,82,233,25,51,99,150,106,238,110,122,0,0,1,1,12,0,1,1,6,37,1,0
3834,EUW1_7001347986,48,122,63,22,117,122,11,127,81,99,1,1,3,11,41,0,0,1,4,36,0,1
3835,EUW1_7001303954,79,56,238,202,17,75,56,238,81,99,0,1,2,1,19,0,0,1,5,34,1,0
3836,EUW1_7001244904,86,141,777,81,99,106,35,517,222,412,0,0,1,10,50,0,0,4,11,70,0,1
3837,EUW1_7001214619,54,11,157,51,99,86,64,238,81,40,1,1,1,7,19,1,0,3,10,32,1,0
3838,EUW1_7001144054,875,163,54,202,99,420,32,63,51,111,0,0,2,2,21,1,1,2,7,38,1,0
3839,EUW1_7001122544,83,72,777,202,99,6,234,3,235,78,1,0,3,5,22,0,1,0,2,12,0,1
3840,EUW1_7001072409,36,11,25,202,235,58,141,127,18,99,2,0,4,9,44,0,1,2,4,33,0,1
3841,EUW1_7001046755,122,234,84,51,99,6,102,777,145,89,0,1,3,4,35,1,0,2,9,39,1,0
3842,EUW1_7000409318,5,76,91,81,99,5,131,901,119,267,1,1,2,10,51,0,0,1,1,23,0,1
3843,EUW1_7000361296,11,121,43,51,350,32,950,236,81,99,0,0,0,2,29,1,1,5,10,36,1,0
3844,EUW1_7000343385,107,64,157,45,223,223,25,103,81,99,0,0,0,0,6,0,1,1,2,24,1,0
3845,EUW1_7000312599,17,233,101,81,99,17,60,238,901,412,2,0,4,10,42,0,1,0,2,20,0,1
3846,EUW1_7000285676,23,120,101,81,99,67,11,42,18,350,0,1,2,4,17,0,0,0,2,9,0,1
3847,EUW1_7000246533,114,121,238,81,99,122,517,105,222,518,1,1,1,9,30,0,0,3,8,43,0,1
3848,EUW1_7000185181,75,131,161,145,267,86,107,63,22,99,1,0,4,11,46,1,1,2,8,32,0,1
3849,EUW1_7432352661,80,200,517,147,267,150,154,54,235,412,1,1,3,10,47,0,0,0,1,18,0,1
3850,EUW1_7431920091,887,120,238,222,902,901,245,246,15,412,1,1,3,10,38,0,0,1,4,24,0,1
3851,EUW1_7431444333,58,35,103,901,235,122,59,1,202,497,0,1,1,8,30,0,0,3,3,21,0,1
3852,EUW1_7431423102,518,200,127,202,412,800,106,39,119,7,0,0,0,0,7,0,0,1,0,16,1,0
3853,EUW1_7431114142,23,876,3,222,902,86,234,103,235,412,0,1,1,8,27,0,0,1,0,11,0,1
3854,EUW1_7431084825,23,33,13,202,412,92,91,157,63,800,1,1,1,9,24,0,0,2,1,12,0,1
3855,EUW1_7430894783,164,141,31,81,518,114,234,8,39,412,0,1,2,8,28,1,0,2,7,24,0,1
3856,EUW1_7430874976,164,56,31,67,43,106,121,101,145,40,0,1,1,3,18,0,0,1,1,13,0,1
3857,EUW1_7430849861,875,887,127,145,35,164,11,7,523,412,0,1,3,9,32,0,0,0,2,20,0,1
3858,EUW1_7430733684,6,76,74,67,117,150,234,161,222,412,2,1,4,10,33,0,0,1,3,16,0,1
3859,EUW1_7425873533,98,80,134,901,78,31,102,101,895,412,0,0,4,8,42,0,1,0,4,22,0,1
3860,EUW1_7425711846,14,131,268,22,412,58,950,800,96,147,1,0,1,8,32,0,1,2,6,30,0,1
3861,EUW1_7425454449,516,91,99,901,555,34,102,246,51,412,1,1,2,8,48,0,0,2,2,24,0,1
3862,EUW1_7425417228,92,60,85,498,497,58,20,99,18,412,0,0,2,5,30,1,1,2,7,35,1,0
3863,EUW1_7425351509,266,200,145,236,902,54,106,800,901,412,1,1,1,8,36,2,0,5,10,32,1,0
3864,EUW1_7425322594,86,5,13,21,412,22,9,517,236,201,0,0,0,0,6,0,0,2,3,18,1,0
3865,EUW1_7425267445,48,76,101,145,412,83,113,238,910,432,0,1,4,11,28,1,0,1,3,23,0,1
3866,EUW1_7425065203,799,113,157,145,267,92,56,166,236,412,1,0,3,9,27,0,1,2,2,16,0,1
3867,EUW1_7425030523,799,106,101,15,412,80,254,163,235,267,1,1,4,8,35,0,0,1,3,14,0,1
3868,EUW1_7424984584,875,950,84,119,412,122,91,246,29,37,1,0,4,9,41,0,1,2,7,46,0,1
3869,EUW1_7434325651,82,121,268,51,201,114,76,18,145,267,0,0,1,0,18,0,1,1,12,33,1,0
3870,EUW1_7434279954,31,234,777,81,3,150,32,268,498,497,0,1,0,1,10,0,0,2,3,27,1,0
3871,EUW1_7434066921,36,120,103,235,526,41,141,268,51,432,0,1,3,8,27,0,0,0,2,8,0,1
3872,EUW1_7434040011,58,234,246,110,63,106,59,145,910,235,0,0,0,0,3,0,1,2,1,21,1,0
3873,EUW1_7433901789,114,36,4,81,101,80,32,13,222,37,0,1,3,7,31,1,0,1,6,31,1,0
3874,EUW1_7272701191,202,59,69,86,910,31,56,157,67,117,0,0,3,4,31,2,1,3,11,23,1,0
3875,EUW1_7272586699,799,62,157,112,910,75,56,893,29,117,1,0,2,11,34,2,1,5,7,46,1,0
3876,EUW1_7266141763,83,234,161,202,350,12,60,126,21,17,0,0,3,11,41,0,1,2,2,21,0,1
3877,EUW1_7266124591,106,72,112,29,117,126,234,166,910,44,0,1,2,11,29,0,0,1,1,13,0,1
3878,EUW1_7234643122,80,19,517,523,412,27,120,777,67,25,1,1,2,11,69,1,0,4,4,44,0,1
3879,EUW1_7234570285,14,32,112,110,235,266,254,103,222,412,1,1,3,11,44,0,0,1,2,43,0,1
3880,EUW1_7234464359,133,17,134,222,223,126,19,103,112,350,1,1,5,11,47,0,0,0,2,32,0,1
3881,EUW1_7234408143,887,254,45,81,16,17,234,4,222,412,0,0,0,7,17,1,0,4,11,42,1,0
3882,EUW1_7234347307,777,131,115,222,16,223,200,90,67,517,1,0,2,11,44,0,0,1,5,28,0,1
3883,EUW1_7234303274,102,234,84,67,99,8,20,3,15,80,0,0,0,1,14,1,1,4,9,45,1,0
3884,EUW1_7234134579,82,141,8,51,497,4,113,777,67,555,0,1,0,4,27,1,0,4,7,39,1,0
3885,EUW1_7234070318,31,62,38,202,223,420,17,90,67,80,0,1,1,2,14,1,0,3,7,29,1,0
3886,EUW1_7234042801,777,59,61,67,99,58,245,18,115,526,0,1,2,4,30,1,0,1,9,29,1,0
3887,EUW1_7233393243,75,876,69,222,99,518,254,246,67,223,0,0,1,4,24,1,0,2,9,43,1,0
3888,EUW1_7208366503,92,77,711,51,54,122,76,79,81,53,1,1,4,11,36,0,0,2,4,36,0,1
3889,EUW1_7250443951,75,105,902,115,223,85,235,45,9,119,0,0,0,0,17,0,0,0,0,10,0,1
3890,EUW1_7250425276,238,5,74,26,67,18,34,89,429,350,0,0,0,4,44,0,0,0,4,50,1,0
3891,EUW1_7249775500,141,221,420,51,50,37,799,202,516,54,0,0,0,2,51,0,0,0,4,75,1,0
3892,EUW1_7249553031,13,163,76,29,16,35,105,51,54,147,0,0,0,4,69,0,0,0,1,51,0,1
3893,EUW1_7249510070,82,115,950,235,876,53,875,51,555,17,0,0,0,1,41,0,0,0,4,67,1,0
3894,EUW1_7249503688,233,516,74,106,136,897,63,114,498,77,0,0,0,0,28,0,0,0,2,42,1,0
3895,EUW1_7249430211,30,268,36,236,10,145,517,62,112,22,0,0,0,4,64,0,0,0,3,84,0,1
3896,EUW1_7249202294,19,1,99,35,223,235,78,80,50,777,0,0,0,2,64,0,0,0,4,72,1,0
3897,EUW1_7249061352,901,86,54,32,200,72,111,143,517,29,0,0,0,4,75,0,0,0,1,61,0,1
3898,EUW1_7248769672,51,99,222,201,37,432,78,21,142,55,0,0,0,4,42,0,0,0,4,52,1,0
3899,EUW1_7248747659,245,64,40,221,523,110,157,90,17,875,0,0,0,0,29,0,0,0,2,40,1,0
3900,EUW1_7248501485,78,267,64,29,18,55,126,61,8,254,0,0,0,0,48,0,0,0,4,48,1,0
3901,EUW1_7248454256,555,76,62,84,110,54,27,36,79,254,0,0,0,4,69,0,0,0,0,50,0,1
3902,EUW1_7248269263,799,5,20,4,11,777,10,51,893,35,0,0,0,1,64,0,0,0,4,84,1,0
3903,EUW1_7247293140,59,45,14,76,142,429,77,20,81,235,0,0,0,0,47,0,0,0,4,64,1,0
3904,EUW1_7246712781,79,14,22,142,236,63,901,61,223,110,0,0,0,4,77,0,0,0,4,78,1,0
3905,EUW1_7246696529,101,84,12,43,96,72,516,145,50,3,0,0,0,4,92,0,0,0,3,61,0,1
3906,EUW1_7246684803,79,120,246,143,429,245,25,110,498,497,0,0,0,3,45,0,0,0,0,48,1,0
3907,EUW1_7246678516,267,254,134,113,54,41,82,236,55,63,0,0,0,0,41,0,0,0,4,50,1,0
3908,EUW1_7246662273,80,119,555,6,120,13,86,51,105,777,0,0,0,4,56,0,0,0,2,57,0,1
3909,EUW1_7524129783,86,203,517,43,235,19,106,163,22,44,1,1,2,9,40,0,0,2,4,27,0,1
3910,EUW1_7496770835,39,91,131,901,902,62,36,17,498,54,2,1,4,11,50,0,0,2,3,34,0,1
3911,EUW1_7492394838,157,19,103,50,80,31,887,893,523,902,0,1,2,5,32,2,0,3,9,38,1,0
3912,EUW1_7492362641,24,25,131,51,89,86,421,136,901,63,0,0,2,4,29,0,1,3,7,43,1,0
3913,EUW1_7492325790,36,233,103,202,267,41,517,105,901,89,0,0,0,0,11,1,1,3,7,24,1,0
3914,EUW1_7492231228,56,28,131,202,37,77,233,163,67,350,1,1,3,11,47,0,0,2,4,33,0,1
3915,EUW1_7492214395,114,121,161,96,111,82,64,246,15,526,0,0,1,4,22,0,0,1,0,10,0,1
3916,EUW1_7492190147,875,36,268,202,117,24,48,131,222,43,0,0,3,5,27,1,1,2,11,28,1,0
3917,EUW1_7492158395,240,233,777,115,43,893,77,45,119,555,2,0,4,10,39,0,1,3,5,34,0,1
3918,EUW1_7490964297,83,5,777,145,267,133,200,131,119,40,0,0,2,2,25,1,1,1,10,29,1,0
3919,EUW1_7490959031,799,238,105,119,412,92,200,800,893,142,0,0,3,5,31,0,1,1,9,41,1,0
3920,EUW1_7490960526,31,200,800,222,40,106,233,517,804,16,0,0,0,0,1,0,0,0,0,0,0,1
3921,EUW1_7489631198,10,200,18,29,800,516,104,112,145,99,2,0,3,10,43,0,1,2,4,40,0,1
3922,EUW1_7489599810,2,200,142,15,223,6,17,236,910,555,0,1,4,10,46,0,0,0,1,25,0,1
3923,EUW1_7489579859,266,200,84,15,29,54,64,134,202,143,0,0,0,0,7,0,0,1,0,5,0,1
3924,EUW1_7489325676,106,64,30,96,117,58,203,245,29,902,0,0,0,0,5,0,0,2,3,27,1,0
3925,EUW1_7489294821,106,200,245,236,902,48,28,166,895,117,0,1,1,10,29,0,0,1,0,13,0,1
3926,EUW1_7488750339,58,121,134,15,412,80,203,161,29,16,0,0,3,6,41,1,1,4,8,46,1,0
3927,EUW1_7488741170,41,233,84,21,12,80,200,910,145,89,0,0,1,1,28,0,1,3,10,47,1,0
3928,EUW1_7487812316,19,200,103,145,117,114,245,134,236,267,0,0,1,7,27,0,0,1,0,1,0,1
3929,EUW1_7535462070,114,106,157,67,412,6,200,7,21,267,0,0,3,3,20,0,1,0,10,34,1,0
3930,EUW1_7535174795,266,141,161,18,63,122,121,13,21,89,0,0,3,7,49,1,0,3,5,55,0,1
3931,EUW1_7535133905,24,28,38,51,147,266,59,55,21,35,0,0,0,2,11,0,1,4,9,39,1,0
3932,EUW1_7535004667,14,106,517,21,267,83,234,45,901,147,0,1,1,2,21,1,0,3,9,23,1,0
3933,EUW1_7534975881,31,5,61,236,53,19,56,268,15,37,0,1,0,2,16,0,0,3,5,30,1,0
3934,EUW1_7534876468,86,107,7,145,12,58,106,10,21,63,1,0,2,9,46,2,1,4,11,51,1,0
3935,EUW1_7533358430,122,11,90,21,267,266,9,45,145,89,0,0,0,0,0,0,0,0,0,0,0,1
3936,EUW1_7533020935,10,59,84,115,78,86,163,61,804,350,1,1,4,11,51,0,0,0,0,27,0,1
3937,EUW1_7532170696,82,59,4,15,161,86,104,893,22,53,0,0,0,0,6,0,0,0,0,0,0,1
3938,EUW1_7532091058,266,121,55,51,43,98,35,14,21,26,0,1,3,5,44,1,0,2,10,32,1,0
3939,EUW1_7532044200,69,154,166,21,16,114,245,8,523,43,2,0,2,8,36,0,1,4,7,31,0,1
3940,EUW1_7532028784,14,233,157,236,143,98,32,45,21,223,0,0,1,4,29,1,1,4,8,56,1,0
3941,EUW1_7532007615,80,517,112,21,432,420,35,90,29,526,0,0,1,4,41,1,0,4,9,52,1,0
3942,EUW1_7531984323,86,246,112,145,111,10,106,245,81,497,0,0,0,0,0,0,0,0,0,0,1,0
3943,EUW1_7531966327,98,121,25,145,37,86,91,238,901,101,1,1,3,9,44,0,0,2,3,30,0,1
3944,EUW1_7531590846,86,28,134,110,29,164,77,4,21,235,1,0,1,1,36,0,1,4,11,37,1,0
3945,EUW1_7531526602,86,245,112,235,101,79,234,8,81,201,0,1,3,11,32,0,0,1,2,15,0,1
3946,EUW1_7531411810,85,427,800,523,526,86,234,245,202,267,1,1,4,7,47,1,0,2,7,31,0,1
3947,EUW1_7531366173,157,28,8,51,223,516,517,127,360,89,1,0,3,9,30,1,1,2,4,30,0,1
3948,EUW1_7531329945,85,80,103,901,50,86,17,101,45,78,0,0,0,2,21,1,1,3,11,46,1,0
3949,EUW1_7364987572,24,56,105,67,78,27,83,86,145,89,0,0,0,5,28,0,1,4,8,29,1,0
3950,EUW1_7364719556,777,141,103,119,555,223,83,131,18,111,0,0,1,3,32,2,1,4,12,58,1,0
3951,EUW1_7364713645,83,32,90,498,497,777,29,157,99,223,0,0,1,3,25,1,1,4,10,49,1,0
3952,EUW1_7364241733,126,11,238,901,902,122,950,45,22,235,0,0,3,3,16,0,1,1,7,31,1,0
3953,EUW1_7363617387,893,19,157,222,235,48,876,238,360,54,0,1,2,9,42,0,0,1,3,14,0,1
3954,EUW1_7362131561,126,83,910,147,37,19,5,103,245,267,0,1,2,6,46,1,0,3,10,47,1,0
3955,EUW1_7362064478,266,83,142,222,412,82,62,84,81,555,1,0,2,6,36,2,1,5,6,51,1,0
3956,EUW1_7362024045,114,19,238,29,161,122,141,92,21,111,0,0,1,5,28,0,0,1,0,14,0,1
3957,EUW1_7567657110,82,141,136,51,555,6,19,246,112,902,0,0,1,4,20,0,0,1,0,10,0,1
3958,EUW1_7567631142,82,131,517,18,497,157,32,55,22,240,1,0,3,11,36,0,1,1,2,24,0,1
3959,EUW1_7567609661,24,59,147,51,57,31,56,517,202,555,2,1,4,9,32,1,0,2,8,43,1,0
3960,EUW1_7567423523,114,11,90,29,902,233,64,105,22,50,1,0,2,11,46,0,1,3,3,38,0,1
3961,EUW1_7567389589,875,59,136,67,63,266,141,103,221,497,0,1,2,7,38,0,0,1,1,16,0,1
3962,EUW1_7567345584,84,9,63,67,12,83,107,136,21,267,0,1,3,4,43,1,0,1,8,31,1,0
3963,EUW1_7566796131,14,36,103,222,76,31,517,3,15,555,1,0,3,8,26,0,1,1,4,19,0,1
3964,EUW1_7566745915,25,234,84,51,412,82,107,134,222,89,1,1,6,11,40,1,0,0,9,44,0,1
3965,EUW1_7566709948,233,131,157,21,161,25,200,105,63,267,0,0,1,2,30,1,1,3,11,37,1,0
3966,EUW1_7566678064,31,141,136,202,161,887,19,157,112,78,1,1,4,7,48,0,0,0,4,35,0,1
3967,EUW1_7566566525,897,517,8,202,267,79,64,136,18,902,1,1,4,10,42,0,0,0,3,25,0,1
3968,EUW1_7566527307,79,121,131,145,40,10,64,136,22,44,3,0,5,7,59,0,1,1,9,46,1,0
3969,EUW1_7566508322,122,120,17,202,111,84,30,136,51,555,1,1,4,9,56,0,0,0,3,36,0,1
3970,EUW1_7566490225,14,59,7,51,412,516,517,3,222,25,0,0,4,7,39,1,1,0,2,23,0,1
3971,EUW1_7566326750,875,32,25,202,223,6,64,69,222,117,0,1,1,10,40,0,0,2,3,16,0,1
3972,EUW1_7566302642,14,20,134,21,25,86,131,161,901,53,0,0,1,2,19,0,1,3,8,45,1,0
3973,EUW1_7566281234,804,53,113,25,893,254,101,34,143,81,0,0,0,0,35,0,0,0,1,32,0,1
3974,EUW1_7565281391,897,106,13,21,888,98,57,25,222,267,0,0,2,3,10,0,1,3,7,29,1,0
3975,EUW1_7565234642,17,36,25,202,267,74,5,136,42,89,1,1,3,9,36,1,0,3,2,27,0,1
3976,EUW1_7563693665,266,876,157,51,902,133,104,25,202,14,1,1,3,11,38,0,0,1,2,15,0,1
3977,EUW1_7326328785,83,122,105,51,40,79,91,61,119,223,0,1,0,2,19,0,0,4,10,42,1,0
3978,EUW1_7326127716,86,56,131,145,147,79,60,45,21,412,0,1,2,10,24,0,0,0,1,11,0,1
3979,EUW1_7325109894,133,79,84,29,412,19,234,131,145,12,0,1,2,5,35,1,0,2,8,41,1,0
3980,EUW1_7325083551,62,72,31,222,117,517,104,79,523,497,0,1,2,10,39,1,0,2,4,23,0,1
3981,EUW1_7308861713,79,233,61,22,26,81,203,64,145,412,0,0,0,0,2,0,0,1,3,17,1,0
3982,EUW1_7284508468,85,107,84,202,412,83,79,800,30,526,0,1,1,1,19,0,0,1,4,27,1,0
3983,EUW1_7261850895,79,121,711,901,267,75,20,99,51,235,1,0,4,10,37,0,1,0,4,23,0,1
3984,EUW1_7240780213,777,102,41,145,111,79,91,110,901,143,0,0,1,0,14,0,0,0,0,6,0,1
3985,EUW1_7240747068,79,33,13,145,43,57,234,55,22,44,0,0,1,3,15,1,0,2,9,32,1,0
3986,EUW1_7213338874,79,9,238,202,223,887,35,142,360,517,1,0,3,11,49,0,1,2,1,37,0,1
3987,EUW1_7192334078,27,157,56,22,78,79,72,91,360,143,1,1,3,9,62,0,0,1,3,45,0,1
3988,EUW1_7184443881,79,33,105,360,555,31,32,103,202,78,2,0,4,7,47,0,1,2,3,33,0,1
3989,EUW1_7184391042,897,234,126,221,63,79,62,517,145,412,1,1,2,10,42,0,0,2,3,32,0,1
3990,EUW1_7183290221,83,28,246,22,147,79,59,105,42,902,1,1,0,7,9,0,0,4,9,29,1,0
3991,EUW1_7181662227,92,234,103,202,517,79,131,39,81,3,0,0,1,3,24,1,1,3,11,36,1,0
3992,EUW1_7181631873,799,17,157,498,497,79,876,80,42,888,0,0,0,0,7,0,0,2,3,17,1,0
3993,EUW1_7177944378,799,200,103,145,25,79,11,517,51,111,1,0,0,1,26,1,1,4,11,38,1,0
3994,EUW1_7177911947,875,154,61,22,517,79,200,910,21,555,0,0,2,3,23,0,0,0,0,6,0,1
3995,EUW1_7001823318,78,233,7,901,26,79,102,103,15,412,0,0,1,6,31,2,1,4,6,24,0,1
3996,EUW1_7001787452,79,35,4,51,22,31,57,39,145,412,1,0,1,9,31,1,1,4,6,29,0,1
3997,EUW1_7453543488,161,14,53,106,35,498,523,429,246,35,0,0,0,0,44,0,0,0,0,0,0,1
3998,EUW1_7452612683,53,498,25,36,420,141,45,37,21,112,0,0,0,0,41,0,0,0,0,0,0,1
3999,EUW1_7452588515,34,51,101,350,3,147,236,10,117,240,0,0,0,0,46,0,0,0,0,0,0,1
4000,EUW1_7452564999,54,9,72,245,36,99,20,420,157,43,0,0,0,0,59,0,0,0,0,0,0,1
4001,EUW1_7440297328,86,62,103,800,31,22,106,1,236,16,0,0,3,9,25,0,1,0,0,7,0,1
4002,EUW1_7440261921,10,106,101,50,103,164,35,90,67,16,1,0,3,8,34,0,0,1,7,19,0,1
4003,EUW1_7440221666,154,254,893,145,147,57,64,90,145,101,0,1,0,5,38,1,0,4,9,38,1,0
4004,EUW1_7439778927,266,56,136,202,53,122,245,777,18,25,1,1,3,10,47,0,0,2,2,22,0,1
4005,EUW1_7439305857,74,234,99,901,147,420,64,90,51,16,1,0,4,9,40,0,1,1,6,19,0,1
4006,EUW1_7439270028,122,104,910,145,267,420,76,34,81,16,0,0,4,10,27,0,1,0,3,14,0,1
4007,EUW1_7435386530,133,35,90,21,350,887,64,238,202,143,0,1,2,3,28,0,0,2,10,37,1,0
4008,EUW1_7426414402,10,19,518,360,5,98,20,166,202,142,0,1,4,11,44,0,0,0,0,23,0,1
4009,EUW1_7426370379,516,19,517,21,142,36,122,99,81,25,0,0,0,0,15,1,1,4,11,48,1,0
4010,EUW1_7425031507,106,32,246,51,99,516,245,711,110,350,0,0,5,9,50,2,1,1,5,57,0,1
4011,EUW1_7424995945,110,80,10,222,99,82,20,157,15,350,0,1,0,10,24,0,0,3,2,14,0,1
4012,EUW1_7424608515,893,154,39,236,89,85,56,268,18,44,0,0,0,4,18,1,1,4,10,42,1,0
4013,EUW1_7419329541,17,62,777,235,57,80,102,45,51,143,0,0,0,0,9,0,1,3,4,21,1,0
4014,EUW1_7418259154,58,106,103,51,63,74,121,777,21,235,0,1,3,10,32,0,0,0,1,6,0,1
4015,EUW1_7418200059,54,63,84,21,143,58,154,90,22,235,0,1,4,9,51,0,0,0,3,19,0,1
4016,EUW1_7412318102,10,121,31,901,910,55,131,45,21,350,1,1,3,5,52,2,0,4,12,58,1,0
4017,EUW1_7567722662,17,254,236,235,101,33,77,103,4,122,0,0,0,0,45,0,0,0,0,0,0,1
4018,EUW1_7567706703,14,107,81,30,876,950,53,48,110,432,0,0,0,2,51,0,0,0,4,66,1,0
4019,EUW1_7566749041,126,85,53,22,141,235,51,799,222,157,0,0,0,4,73,0,0,0,3,64,0,1
4020,EUW1_7566726374,29,126,143,147,31,516,235,267,910,901,0,0,0,4,53,0,0,0,0,28,0,1
4021,EUW1_7566531295,92,203,876,121,518,54,134,221,25,150,0,0,0,1,57,0,0,0,4,75,1,0
4022,EUW1_7566521486,126,3,799,96,234,45,350,875,76,157,0,0,0,0,38,0,0,0,0,0,0,1
4023,EUW1_7566492128,7,51,122,246,61,4,267,26,555,901,0,0,0,4,48,0,0,0,1,51,0,1
4024,EUW1_7565453239,121,526,45,117,34,203,8,804,12,111,0,0,0,3,69,0,0,0,2,36,0,1
4025,EUW1_7565429740,267,35,910,166,50,203,61,875,91,40,0,0,0,1,51,0,0,0,4,58,1,0
4026,EUW1_7565407648,43,57,122,5,497,51,161,429,200,9,0,0,0,0,37,0,0,0,4,48,1,0
4027,EUW1_7565354259,29,142,201,498,111,804,53,141,136,54,0,0,0,4,64,0,0,0,0,36,0,1
4028,EUW1_7560173767,86,131,157,21,50,164,9,142,235,89,1,1,3,9,27,0,0,1,3,15,0,1
4029,EUW1_7560120452,17,154,157,202,267,122,32,517,81,25,0,0,0,0,23,1,0,4,10,37,1,0
4030,EUW1_7559848609,142,1,82,110,240,99,2,81,67,910,0,0,0,0,45,0,0,0,4,63,1,0
4031,EUW1_7559805566,245,103,800,15,59,98,9,133,526,67,0,0,0,4,78,0,0,0,1,58,0,1
4032,EUW1_7559752445,234,222,103,236,48,20,25,235,498,126,0,0,0,2,70,0,0,0,4,88,1,0
4033,EUW1_7559707398,202,21,99,35,41,90,62,555,101,55,0,0,0,4,83,0,0,0,2,58,0,1
4034,EUW1_7559654171,202,17,420,238,37,55,22,25,136,110,0,0,0,4,88,0,0,0,3,91,0,1
4035,EUW1_7559623678,14,117,136,20,221,112,245,12,498,157,0,0,0,4,58,0,0,0,1,65,0,1
4036,EUW1_7558150820,43,234,26,63,777,166,41,25,147,40,0,0,0,1,39,0,0,0,4,50,1,0
4037,EUW1_7567881245,84,25,516,498,412,121,203,238,523,497,0,0,0,0,3,0,0,0,0,0,0,1
4038,EUW1_7567275644,86,14,84,55,350,36,203,163,22,12,0,0,2,3,30,0,0,0,0,9,0,1
4039,EUW1_7567209755,150,141,61,145,111,238,203,161,800,147,1,1,3,9,28,0,0,1,2,17,0,1
4040,EUW1_7567151932,106,35,8,523,89,150,233,238,800,26,0,1,2,1,14,1,0,1,11,36,1,0
4041,EUW1_7567063838,122,246,238,51,412,875,32,4,42,526,0,1,2,8,33,0,0,1,1,13,0,1
4042,EUW1_7567010971,24,246,112,119,267,79,11,7,51,117,0,1,2,11,35,0,0,1,1,14,0,1
